Filename,arniqa,clipiqa,cnniqa,metaiqa,overall_score
10004473376.jpg,0.723426342010498,0.6947920918464661,0.684298038482666,0.5792726874351501,0.773836206897
10007357496.jpg,0.7065771818161011,0.6748707890510559,0.6586626768112183,0.8218745589256287,0.687285714286
10007903636.jpg,0.7510830760002136,0.5081946849822998,0.6662393808364868,0.7335545420646667,0.786285714286
10009096245.jpg,0.6303924918174744,0.5166261792182922,0.5683128237724304,0.4275978803634643,0.7724375000000001
100117038.jpg,0.6521982550621033,0.683027446269989,0.6846203804016113,0.95284503698349,0.7511249999999999
10012398043.jpg,0.6719310879707336,0.5488633513450623,0.6157904863357544,0.932006061077118,0.651495327103
10013822223.jpg,0.7183266282081604,0.623133659362793,0.6300317645072937,0.98696631193161,0.6830625
10014002683.jpg,0.6360706090927124,0.5312885642051697,0.4972988665103912,0.96043199300766,0.647627118644
10017119924.jpg,0.6900409460067749,0.5721705555915833,0.7186359763145447,0.8631576895713806,0.662243589744
10020766793.jpg,0.7268431782722473,0.7711144685745239,0.6967113614082336,0.5332253575325012,0.8150624999999999
10020891105.jpg,0.5834209322929382,0.431018590927124,0.4726564288139343,0.4601404070854187,0.568297413793
10022757465.jpg,0.7447496056556702,0.650845468044281,0.6341265439987183,0.9040786623954772,0.710154867257
10022844623.jpg,0.69681715965271,0.4686719477176666,0.6882524490356445,0.7587406039237976,0.60925
10027545463.jpg,0.6993613839149475,0.6124813556671143,0.6383016705513,0.5738410353660583,0.728279816514
10027582235.jpg,0.7275519967079163,0.5958705544471741,0.5953711271286011,0.8103968501091003,0.771377118644
10029841663.jpg,0.7527973055839539,0.589638888835907,0.6361407041549683,0.6281853318214417,0.70125
10031298826.jpg,0.4731188714504242,0.5955966114997864,0.6379097700119019,0.4194261431694031,0.505681818182
10031913154.jpg,0.7317596077919006,0.6139472126960754,0.6896118521690369,0.7594830393791199,0.705
10039534103.jpg,0.6879115104675293,0.6215541958808899,0.6981324553489685,0.8819403052330017,0.76075
10041870415.jpg,0.7012687921524048,0.5976434946060181,0.5874369740486145,0.5599686503410339,0.6642105263160001
10043785683.jpg,0.7375286221504211,0.6366083025932312,0.7009573578834534,0.6352319121360779,0.712043269231
10047832035.jpg,0.707005500793457,0.5045554637908936,0.6555617451667786,0.6452154517173767,0.718
10048365153.jpg,0.6339324712753296,0.5043683648109436,0.6792996525764465,0.6830474734306335,0.58092920354
10050349236.jpg,0.4805226325988769,0.2688327431678772,0.2989440560340881,0.5860746502876282,0.309418103448
10058760545.jpg,0.2381239682435989,0.3123672902584076,0.3006713688373565,0.4915614724159241,0.152293577982
10059344614.jpg,0.7085813283920288,0.4791920185089111,0.70542311668396,0.8501784205436707,0.686651376147
10061596254.jpg,0.4930057823657989,0.488694816827774,0.3597860634326935,0.8358229994773865,0.596418918919
10067457634.jpg,0.750244140625,0.454430490732193,0.7210724353790283,0.6055561900138855,0.7843907563029999
10068507976.jpg,0.65598464012146,0.4036904871463775,0.6725128889083862,0.4096283912658691,0.576548672566
10068778516.jpg,0.7189168930053711,0.6472539305686951,0.6604517102241516,0.6324943900108337,0.718782608696
10069534975.jpg,0.7585225105285645,0.627288818359375,0.6882054805755615,0.7073981165885925,0.7372222222220001
10071864114.jpg,0.7153645753860474,0.5315786600112915,0.6937676072120667,0.8257669806480408,0.719090909091
10075168775.jpg,0.6845716834068298,0.7137306332588196,0.6934617757797241,0.87276691198349,0.747785714286
10077468576.jpg,0.7184635996818542,0.7837710380554199,0.6887159943580627,0.6789152026176453,0.7381521739129999
10077880165.jpg,0.2883432805538177,0.3886942267417907,0.2174494862556457,0.7763163447380066,0.312256637168
10079711433.jpg,0.5984776020050049,0.4193523526191711,0.641828179359436,0.7163150906562805,0.590625
10082923485.jpg,0.536918044090271,0.4329705238342285,0.3199828565120697,0.4063280820846557,0.532260869565
10086300493.jpg,0.6769276857376099,0.5300281047821045,0.6848940849304199,0.7990910410881042,0.6830263157890001
100882570.jpg,0.6558555960655212,0.5294218063354492,0.6631482839584351,0.7860295176506042,0.6547478991600001
10089027076.jpg,0.1245345696806907,0.3860113620758056,0.3719292283058166,0.3734246492385864,0.230785714286
10089177336.jpg,0.6906970143318176,0.5955536961555481,0.6706173419952393,0.9181162714958192,0.7294594594589999
10091520555.jpg,0.3930974304676056,0.3007867038249969,0.3888584971427917,0.4428547620773315,0.33644396551699995
10093057603.jpg,0.6414410471916199,0.4659295082092285,0.6360682845115662,0.5765545964241028,0.634955752212
10094235786.jpg,0.7060824036598206,0.5583348870277405,0.6711582541465759,0.8067590594291687,0.621559633028
10110458216.jpg,0.5972599983215332,0.789090096950531,0.5963155627250671,0.9548797011375428,0.6472935779819999
10111411235.jpg,0.3675342798233032,0.2070480585098266,0.4228861033916473,1.0041472911834717,0.184705882353
10113730664.jpg,0.6631817817687988,0.6294013261795044,0.6539739370346069,0.6855613589286804,0.688125
10115071674.jpg,0.6399784088134766,0.6961499452590942,0.6877630352973938,0.4780930876731872,0.72775
10118773964.jpg,0.6648721694946289,0.6482587456703186,0.5934407711029053,0.8896402716636658,0.5307339449540001
10121813934.jpg,0.7055882215499878,0.5128922462463379,0.625294029712677,0.5676156878471375,0.653980582524
